Name,Seasons,Games,AB,Runs,Hits,Doubles,Triples,HR,RBI,BB,SO,BA,OBP,SLG,AdjPro,BatRun,AdjBatRun,RC,SB,CS,SBRuns,FieldAverage,FieldRuns,TotalPyrRate,Position,HOFStatus,Cluster
JERRY HAIRSTON, 14.0, 859.0, 1699.0, 216.0, 438.0, 91.0, 6.0, 30.0, 205.0, 282.0, 240.0, 0.258, 0.366, 0.371, 103.0, 21.0, 15.0, 245.0, 4.0, 5.0, -2.0, 0.963, -32.0, -3.3, O, 0, 1
ODELL HALE, 10.0, 1062.0, 3701.0, 551.0, 1071.0, 240.0, 51.0, 73.0, 573.0, 353.0, 315.0, 0.289, 0.352, 0.441, 100.0, -1.0, -5.0, 576.0, 57.0, 45.0, 0.0, 0.959, 42.0, 6.6, 2, 0, 1
SAMMY HALE, 10.0, 883.0, 2915.0, 422.0, 880.0, 157.0, 54.0, 30.0, 392.0, 130.0, 218.0, 0.302, 0.336, 0.424, 93.0, -27.0, -42.0, 412.0, 41.0, 20.0, 0.0, 0.939, -33.0, -3.2, 3, 0, 1
TOM HALLER, 12.0, 1294.0, 3935.0, 461.0, 1011.0, 153.0, 31.0, 134.0, 504.0, 477.0, 593.0, 0.257, 0.342, 0.414, 114.0, 68.0, 77.0, 567.0, 14.0, 30.0, -14.0, 0.992, -18.0, 11.1, C, 0, 1
BILL HALLMAN, 14.0, 1503.0, 6012.0, 937.0, 1634.0, 234.0, 81.0, 21.0, 769.0, 425.0, 283.0, 0.272, 0.325, 0.348, 86.0, -116.0, -122.0, 793.0, 200.0, 0.0, 0.0, 0.94, -89.0, -14.0, 2, 0, 1
GRANNY HAMNER, 17.0, 1531.0, 5839.0, 711.0, 1529.0, 272.0, 62.0, 104.0, 708.0, 351.0, 432.0, 0.262, 0.304, 0.383, 84.0, -157.0, -145.0, 657.0, 35.0, 14.0, 0.0, 0.946, -139.0, -18.5, S, 0, 1
LEE HANDLEY, 10.0, 968.0, 3356.0, 418.0, 902.0, 122.0, 45.0, 15.0, 297.0, 267.0, 204.0, 0.269, 0.323, 0.345, 84.0, -73.0, -73.0, 380.0, 68.0, 0.0, 0.0, 0.949, 16.0, -3.5, 3, 0, 1
LARRY HANEY, 12.0, 480.0, 919.0, 68.0, 198.0, 30.0, 1.0, 12.0, 73.0, 44.0, 175.0, 0.215, 0.254, 0.289, 57.0, -54.0, -51.0, 66.0, 3.0, 2.0, -0.0, 0.985, 40.0, 0.1, C, 0, 1
FRANK HANKINSON, 10.0, 849.0, 3272.0, 410.0, 747.0, 122.0, 39.0, 13.0, 166.0, 170.0, 211.0, 0.228, 0.267, 0.301, 78.0, -85.0, -80.0, 283.0, 31.0, 0.0, 0.0, 0.875, 50.0, -1.7, 3, 0, 1
NED HANLON, 13.0, 1267.0, 5074.0, 930.0, 1317.0, 159.0, 79.0, 30.0, 517.0, 471.0, 357.0, 0.26, 0.325, 0.34, 103.0, 15.0, 33.0, 687.0, 329.0, 0.0, 0.0, 0.891, 14.0, 1.6, O, 0, 1
RON HANSEN, 15.0, 1384.0, 4311.0, 446.0, 1007.0, 156.0, 17.0, 106.0, 501.0, 551.0, 643.0, 0.234, 0.323, 0.351, 92.0, -55.0, -40.0, 494.0, 9.0, 14.0, -6.0, 0.968, 90.0, 14.5, S, 0, 1
BUBBLES HARGRAVE, 12.0, 852.0, 2533.0, 314.0, 786.0, 155.0, 58.0, 29.0, 376.0, 217.0, 165.0, 0.31, 0.372, 0.452, 119.0, 60.0, 68.0, 429.0, 29.0, 16.0, 0.0, 0.983, -50.0, 5.8, C, 0, 1
PINKY HARGRAVE, 10.0, 650.0, 1601.0, 177.0, 445.0, 91.0, 16.0, 39.0, 265.0, 140.0, 165.0, 0.278, 0.339, 0.428, 98.0, -5.0, -7.0, 241.0, 17.0, 3.0, 0.0, 0.976, -35.0, -1.1, C, 0, 1
TERRY HARMON, 10.0, 547.0, 1125.0, 164.0, 262.0, 31.0, 12.0, 4.0, 72.0, 117.0, 175.0, 0.233, 0.312, 0.292, 69.0, -43.0, -44.0, 112.0, 17.0, 11.0, -2.0, 0.989, 29.0, 1.0, 2, 0, 1
GEORGE HARPER, 11.0, 1073.0, 3398.0, 505.0, 1030.0, 158.0, 43.0, 91.0, 528.0, 389.0, 208.0, 0.303, 0.38, 0.455, 118.0, 103.0, 94.0, 597.0, 58.0, 34.0, 0.0, 0.957, -5.0, 1.4, O, 0, 1
BUD HARRELSON, 16.0, 1533.0, 4744.0, 539.0, 1120.0, 136.0, 45.0, 7.0, 267.0, 633.0, 653.0, 0.236, 0.329, 0.288, 75.0, -142.0, -133.0, 502.0, 127.0, 60.0, 2.0, 0.969, 16.0, 4.1, S, 0, 1
JOE HARRIS, 10.0, 970.0, 3035.0, 461.0, 963.0, 201.0, 64.0, 47.0, 517.0, 413.0, 188.0, 0.317, 0.404, 0.472, 131.0, 150.0, 143.0, 595.0, 35.0, 16.0, 0.0, 0.989, 20.0, 11.3, 1, 0, 1
BUCKY HARRIS, 12.0, 1263.0, 4736.0, 722.0, 1297.0, 224.0, 64.0, 9.0, 506.0, 472.0, 310.0, 0.274, 0.352, 0.354, 86.0, -104.0, -82.0, 623.0, 166.0, 91.0, 0.0, 0.965, 43.0, -1.4, 2, 0, 1
JIM-RAY HART, 12.0, 1125.0, 3783.0, 518.0, 1052.0, 148.0, 29.0, 170.0, 578.0, 380.0, 573.0, 0.278, 0.348, 0.467, 128.0, 139.0, 138.0, 592.0, 17.0, 17.0, -5.0, 0.929, -76.0, 3.8, 3, 0, 1
GROVER HARTLEY, 14.0, 569.0, 1319.0, 135.0, 353.0, 60.0, 11.0, 3.0, 144.0, 127.0, 97.0, 0.268, 0.339, 0.337, 89.0, -15.0, -17.0, 167.0, 29.0, 0.0, 0.0, 0.968, -18.0, -0.6, C, 0, 1
TOPSY HARTSEL, 14.0, 1356.0, 4848.0, 826.0, 1336.0, 182.0, 92.0, 31.0, 341.0, 837.0, 0.0, 0.276, 0.383, 0.37, 128.0, 217.0, 203.0, 815.0, 247.0, 0.0, 0.0, 0.956, -53.0, 8.4, O, 0, 1
ROY HARTZELL, 11.0, 1290.0, 4548.0, 503.0, 1146.0, 112.0, 55.0, 12.0, 397.0, 455.0, 118.0, 0.252, 0.327, 0.309, 93.0, -32.0, -30.0, 518.0, 182.0, 44.0, 0.0, 0.959, -32.0, -9.9, O, 0, 1
RON HASSEY, 14.0, 1192.0, 3440.0, 348.0, 914.0, 172.0, 7.0, 71.0, 438.0, 385.0, 378.0, 0.266, 0.343, 0.382, 100.0, 6.0, 8.0, 453.0, 14.0, 10.0, -2.0, 0.993, 9.0, 5.6, C, 0, 1
MICKEY HATCHER, 12.0, 1130.0, 3377.0, 348.0, 946.0, 172.0, 20.0, 38.0, 375.0, 164.0, 246.0, 0.28, 0.316, 0.377, 89.0, -46.0, -56.0, 378.0, 11.0, 15.0, -6.0, 0.983, 21.0, -6.8, O, 0, 1
GRADY HATTON, 12.0, 1312.0, 4206.0, 562.0, 1068.0, 166.0, 33.0, 91.0, 533.0, 646.0, 430.0, 0.254, 0.355, 0.374, 96.0, -4.0, -10.0, 604.0, 42.0, 9.0, 0.0, 0.956, -60.0, -6.8, 3, 0, 1
FRANKIE HAYES, 14.0, 1364.0, 4493.0, 545.0, 1164.0, 213.0, 32.0, 119.0, 628.0, 564.0, 627.0, 0.259, 0.343, 0.4, 100.0, -13.0, 1.0, 640.0, 30.0, 20.0, -3.0, 0.977, -106.0, -2.6, C, 0, 1
JACKIE HAYES, 14.0, 1091.0, 4040.0, 494.0, 1069.0, 196.0, 33.0, 20.0, 493.0, 309.0, 241.0, 0.265, 0.318, 0.344, 70.0, -184.0, -183.0, 456.0, 34.0, 31.0, -8.0, 0.976, 52.0, -7.7, 2, 0, 1
RAY HAYWORTH, 15.0, 699.0, 2062.0, 220.0, 546.0, 92.0, 16.0, 5.0, 238.0, 198.0, 188.0, 0.265, 0.331, 0.332, 71.0, -84.0, -89.0, 237.0, 2.0, 6.0, 0.0, 0.987, 20.0, -3.1, C, 0, 1
MIKE HEATH, 14.0, 1325.0, 4212.0, 462.0, 1061.0, 173.0, 27.0, 86.0, 469.0, 278.0, 616.0, 0.252, 0.302, 0.367, 87.0, -97.0, -75.0, 443.0, 54.0, 40.0, -8.0, 0.981, -46.0, -8.3, C, 0, 1
CLIFF HEATHCOTE, 15.0, 1415.0, 4443.0, 653.0, 1222.0, 206.0, 55.0, 42.0, 448.0, 367.0, 325.0, 0.275, 0.333, 0.375, 92.0, -55.0, -50.0, 563.0, 191.0, 75.0, 0.0, 0.971, 43.0, -9.5, O, 0, 1
DANNY HEEP, 13.0, 883.0, 1961.0, 208.0, 503.0, 96.0, 6.0, 30.0, 229.0, 220.0, 242.0, 0.257, 0.334, 0.357, 95.0, -15.0, -11.0, 233.0, 12.0, 14.0, -5.0, 0.986, -33.0, -7.0, O, 0, 1
DON HEFFNER, 11.0, 743.0, 2526.0, 275.0, 610.0, 99.0, 19.0, 6.0, 248.0, 270.0, 218.0, 0.241, 0.317, 0.303, 61.0, -139.0, -141.0, 254.0, 18.0, 26.0, -10.0, 0.973, -13.0, -11.8, 2, 0, 1
JIM HEGAN, 17.0, 1666.0, 4772.0, 550.0, 1087.0, 187.0, 46.0, 92.0, 525.0, 456.0, 742.0, 0.228, 0.296, 0.344, 74.0, -199.0, -187.0, 491.0, 15.0, 24.0, -10.0, 0.99, 149.0, 2.7, C, 0, 1
MIKE HEGAN, 12.0, 965.0, 2080.0, 281.0, 504.0, 73.0, 18.0, 53.0, 229.0, 311.0, 489.0, 0.242, 0.343, 0.371, 103.0, 12.0, 15.0, 285.0, 28.0, 21.0, -4.0, 0.995, 11.0, -1.4, 1, 0, 1
BOB HEISE, 11.0, 499.0, 1144.0, 104.0, 283.0, 43.0, 3.0, 1.0, 86.0, 47.0, 77.0, 0.247, 0.281, 0.293, 63.0, -55.0, -56.0, 92.0, 3.0, 7.0, -3.0, 0.945, 23.0, -1.8, S, 0, 1
WOODIE HELD, 14.0, 1390.0, 4019.0, 524.0, 963.0, 150.0, 22.0, 179.0, 559.0, 508.0, 944.0, 0.24, 0.333, 0.421, 109.0, 38.0, 47.0, 578.0, 14.0, 11.0, -2.0, 0.96, -56.0, 2.3, S, 0, 1
TOMMY HELMS, 14.0, 1435.0, 4997.0, 414.0, 1342.0, 223.0, 21.0, 34.0, 477.0, 231.0, 301.0, 0.269, 0.303, 0.342, 79.0, -132.0, -145.0, 491.0, 33.0, 40.0, -14.0, 0.983, 11.0, -7.1, 2, 0, 1
CHARLIE HEMPHILL, 11.0, 1242.0, 4541.0, 580.0, 1230.0, 117.0, 68.0, 22.0, 421.0, 435.0, 0.0, 0.271, 0.337, 0.341, 106.0, 31.0, 38.0, 613.0, 207.0, 0.0, 0.0, 0.944, -29.0, -5.0, O, 0, 1
ROLLIE HEMSLEY, 19.0, 1593.0, 5047.0, 562.0, 1321.0, 257.0, 72.0, 31.0, 555.0, 357.0, 395.0, 0.262, 0.311, 0.36, 74.0, -196.0, -204.0, 571.0, 29.0, 18.0, 0.0, 0.978, 90.0, -2.7, C, 0, 1
SOLLY HEMUS, 11.0, 961.0, 2694.0, 459.0, 736.0, 137.0, 41.0, 51.0, 263.0, 456.0, 248.0, 0.273, 0.39, 0.411, 115.0, 74.0, 75.0, 472.0, 21.0, 18.0, 0.0, 0.962, -38.0, 7.9, S, 0, 1
KEN HENDERSON, 16.0, 1444.0, 4553.0, 595.0, 1168.0, 216.0, 26.0, 122.0, 576.0, 589.0, 763.0, 0.257, 0.346, 0.396, 106.0, 53.0, 45.0, 634.0, 86.0, 42.0, 1.0, 0.977, 11.0, 0.3, O, 0, 1
STEVE HENDERSON, 12.0, 1085.0, 3484.0, 459.0, 976.0, 162.0, 49.0, 68.0, 428.0, 386.0, 677.0, 0.28, 0.354, 0.413, 113.0, 58.0, 65.0, 497.0, 79.0, 58.0, -11.0, 0.968, -14.0, 0.7, O, 0, 1
HARVEY HENDRICK, 11.0, 922.0, 2910.0, 434.0, 896.0, 157.0, 46.0, 48.0, 413.0, 239.0, 243.0, 0.308, 0.364, 0.443, 113.0, 46.0, 52.0, 473.0, 75.0, 0.0, 0.0, 0.986, -32.0, -1.9, 1, 0, 1
ELLIE HENDRICKS, 12.0, 711.0, 1888.0, 205.0, 415.0, 66.0, 7.0, 62.0, 230.0, 229.0, 319.0, 0.22, 0.308, 0.361, 90.0, -26.0, -24.0, 218.0, 1.0, 5.0, -3.0, 0.99, -17.0, -2.0, C, 0, 1
BUTCH HENLINE, 11.0, 740.0, 2101.0, 258.0, 611.0, 96.0, 21.0, 40.0, 268.0, 192.0, 156.0, 0.291, 0.361, 0.414, 96.0, 10.0, -12.0, 324.0, 18.0, 10.0, 0.0, 0.971, -20.0, -0.1, C, 0, 1
LARRY HERNDON, 14.0, 1537.0, 4877.0, 605.0, 1334.0, 186.0, 76.0, 107.0, 550.0, 353.0, 793.0, 0.274, 0.325, 0.409, 103.0, 1.0, 12.0, 624.0, 92.0, 57.0, -7.0, 0.972, -8.0, -4.8, O, 0, 1
TOM HERR, 13.0, 1514.0, 5349.0, 676.0, 1450.0, 254.0, 41.0, 28.0, 574.0, 627.0, 584.0, 0.271, 0.35, 0.35, 95.0, -17.0, -19.0, 694.0, 188.0, 64.0, 18.0, 0.989, -94.0, -3.8, 2, 0, 1
ED HERRMANN, 11.0, 922.0, 2729.0, 247.0, 654.0, 92.0, 4.0, 80.0, 320.0, 260.0, 361.0, 0.24, 0.312, 0.364, 91.0, -33.0, -35.0, 308.0, 6.0, 8.0, -3.0, 0.987, 29.0, 2.2, C, 0, 1
MIKE HERSHBERGER, 11.0, 1150.0, 3572.0, 398.0, 900.0, 150.0, 22.0, 26.0, 344.0, 319.0, 311.0, 0.252, 0.319, 0.328, 85.0, -72.0, -64.0, 374.0, 74.0, 36.0, 1.0, 0.98, -21.0, -13.8, O, 0, 1
BUCK HERZOG, 13.0, 1493.0, 5284.0, 705.0, 1370.0, 191.0, 75.0, 20.0, 445.0, 427.0, 307.0, 0.259, 0.329, 0.335, 96.0, -18.0, -25.0, 674.0, 312.0, 53.0, 0.0, 0.954, 79.0, 11.7, 2, 0, 1
CHARLIE HICKMAN, 12.0, 1081.0, 3982.0, 478.0, 1176.0, 217.0, 92.0, 59.0, 614.0, 153.0, 0.0, 0.295, 0.33, 0.44, 134.0, 128.0, 141.0, 633.0, 72.0, 0.0, 0.0, 0.968, -27.0, 9.3, 1, 0, 1
JIM HICKMAN, 13.0, 1421.0, 3974.0, 518.0, 1002.0, 163.0, 25.0, 159.0, 560.0, 491.0, 832.0, 0.252, 0.337, 0.426, 106.0, 64.0, 38.0, 578.0, 17.0, 19.0, -6.0, 0.976, -20.0, -5.3, O, 0, 1
ANDY HIGH, 13.0, 1314.0, 4400.0, 618.0, 1250.0, 195.0, 65.0, 44.0, 482.0, 425.0, 130.0, 0.284, 0.35, 0.388, 94.0, -47.0, -33.0, 603.0, 33.0, 25.0, 0.0, 0.956, -125.0, -10.4, 3, 0, 1
MARC HILL, 14.0, 737.0, 1809.0, 146.0, 404.0, 62.0, 3.0, 34.0, 198.0, 185.0, 243.0, 0.223, 0.298, 0.317, 69.0, -75.0, -75.0, 165.0, 1.0, 7.0, -4.0, 0.99, 30.0, -3.1, C, 0, 1
BILL HINCHMAN, 10.0, 908.0, 3043.0, 364.0, 793.0, 128.0, 69.0, 20.0, 369.0, 298.0, 174.0, 0.261, 0.336, 0.368, 118.0, 72.0, 67.0, 410.0, 85.0, 17.0, 0.0, 0.954, -17.0, 1.2, O, 0, 1
CHUCK HINTON, 11.0, 1353.0, 3968.0, 518.0, 1048.0, 152.0, 47.0, 113.0, 443.0, 416.0, 685.0, 0.264, 0.335, 0.412, 108.0, 46.0, 45.0, 553.0, 130.0, 50.0, 9.0, 0.979, -59.0, -5.7, O, 0, 1
LARRY HISLE, 14.0, 1197.0, 4205.0, 652.0, 1146.0, 193.0, 32.0, 166.0, 674.0, 462.0, 941.0, 0.273, 0.35, 0.452, 123.0, 129.0, 126.0, 671.0, 128.0, 61.0, 2.0, 0.978, 13.0, 9.6, O, 0, 1
MYRIL HOAG, 13.0, 1020.0, 3147.0, 384.0, 854.0, 141.0, 33.0, 28.0, 401.0, 252.0, 298.0, 0.271, 0.328, 0.364, 83.0, -85.0, -79.0, 374.0, 59.0, 49.0, -12.0, 0.965, -67.0, -18.5, O, 0, 1
DON HOAK, 11.0, 1263.0, 4322.0, 598.0, 1144.0, 214.0, 44.0, 89.0, 498.0, 523.0, 530.0, 0.265, 0.347, 0.396, 98.0, 4.0, -4.0, 597.0, 64.0, 47.0, -9.0, 0.959, 20.0, 1.2, 3, 0, 1
DICK HOBLITZEL, 11.0, 1318.0, 4706.0, 591.0, 1310.0, 194.0, 88.0, 27.0, 593.0, 407.0, 256.0, 0.278, 0.341, 0.374, 111.0, 49.0, 60.0, 659.0, 173.0, 26.0, 0.0, 0.987, -29.0, -0.2, 1, 0, 1
RON HODGES, 12.0, 666.0, 1426.0, 119.0, 342.0, 56.0, 2.0, 19.0, 147.0, 224.0, 217.0, 0.24, 0.345, 0.322, 88.0, -19.0, -15.0, 165.0, 10.0, 13.0, -5.0, 0.978, -9.0, -1.4, C, 0, 1
SOLLY HOFMAN, 14.0, 1194.0, 4072.0, 554.0, 1095.0, 162.0, 60.0, 19.0, 495.0, 421.0, 171.0, 0.269, 0.339, 0.352, 104.0, 30.0, 21.0, 582.0, 208.0, 0.0, 0.0, 0.967, 28.0, 1.9, O, 0, 1
SHANTY HOGAN, 13.0, 989.0, 3180.0, 288.0, 939.0, 146.0, 12.0, 61.0, 474.0, 220.0, 188.0, 0.295, 0.348, 0.406, 101.0, -12.0, 3.0, 449.0, 6.0, 2.0, 0.0, 0.985, -26.0, 3.5, C, 0, 1
BILL HOLBERT, 12.0, 623.0, 2335.0, 182.0, 486.0, 41.0, 7.0, 0.0, 86.0, 58.0, 91.0, 0.208, 0.228, 0.232, 48.0, -135.0, -130.0, 133.0, 16.0, 0.0, 0.0, 0.907, 140.0, 3.5, C, 0, 1
WALTER HOLKE, 11.0, 1212.0, 4456.0, 464.0, 1278.0, 153.0, 58.0, 24.0, 487.0, 191.0, 304.0, 0.287, 0.318, 0.363, 89.0, -71.0, -74.0, 517.0, 81.0, 50.0, 0.0, 0.993, 7.0, -13.6, 1, 0, 1
BUG HOLLIDAY, 10.0, 928.0, 3648.0, 728.0, 1134.0, 162.0, 71.0, 65.0, 617.0, 359.0, 211.0, 0.311, 0.376, 0.448, 127.0, 140.0, 127.0, 728.0, 248.0, 0.0, 0.0, 0.935, -45.0, 3.5, O, 0, 1
DUCKY HOLMES, 10.0, 932.0, 3601.0, 539.0, 1014.0, 142.0, 58.0, 17.0, 374.0, 236.0, 14.0, 0.282, 0.337, 0.367, 100.0, -1.0, -3.0, 560.0, 236.0, 0.0, 0.0, 0.93, -5.0, -6.1, O, 0, 1
TOMMY HOLMES, 11.0, 1320.0, 4992.0, 698.0, 1507.0, 292.0, 47.0, 88.0, 581.0, 480.0, 122.0, 0.302, 0.366, 0.432, 122.0, 138.0, 145.0, 809.0, 40.0, 0.0, 0.0, 0.989, 53.0, 13.4, O, 0, 1
JOHNNY HOPP, 14.0, 1393.0, 4260.0, 698.0, 1262.0, 216.0, 74.0, 46.0, 458.0, 464.0, 378.0, 0.296, 0.368, 0.414, 113.0, 96.0, 82.0, 685.0, 128.0, 1.0, 0.0, 0.985, -36.0, -0.6, O, 0, 1
BOB HORNER, 10.0, 1020.0, 3777.0, 560.0, 1047.0, 169.0, 8.0, 218.0, 685.0, 369.0, 512.0, 0.277, 0.344, 0.499, 125.0, 151.0, 126.0, 621.0, 14.0, 18.0, -7.0, 0.946, -50.0, 3.8, 3, 0, 1
JOE HORNUNG, 12.0, 1123.0, 4784.0, 788.0, 1230.0, 172.0, 90.0, 31.0, 564.0, 120.0, 498.0, 0.257, 0.277, 0.35, 92.0, -56.0, -57.0, 524.0, 159.0, 0.0, 0.0, 0.922, 49.0, -3.3, O, 0, 1
FRANK HOUSE, 10.0, 653.0, 1994.0, 202.0, 494.0, 64.0, 11.0, 47.0, 235.0, 151.0, 147.0, 0.248, 0.304, 0.362, 80.0, -59.0, -60.0, 210.0, 6.0, 7.0, -2.0, 0.988, -10.0, -5.0, C, 0, 1
ELSTON HOWARD, 14.0, 1605.0, 5363.0, 619.0, 1471.0, 218.0, 50.0, 167.0, 762.0, 373.0, 786.0, 0.274, 0.325, 0.427, 108.0, 34.0, 47.0, 718.0, 9.0, 14.0, -6.0, 0.993, -9.0, 6.8, C, 0, 1
ART HOWE, 11.0, 891.0, 2626.0, 268.0, 682.0, 139.0, 23.0, 43.0, 293.0, 275.0, 287.0, 0.26, 0.332, 0.379, 103.0, -11.0, 10.0, 330.0, 10.0, 10.0, -3.0, 0.965, 38.0, 5.4, 3, 0, 1
ROY HOWELL, 11.0, 1112.0, 3791.0, 422.0, 991.0, 183.0, 31.0, 80.0, 454.0, 318.0, 675.0, 0.261, 0.322, 0.389, 97.0, -16.0, -16.0, 470.0, 9.0, 14.0, -6.0, 0.944, -35.0, -6.8, 3, 0, 1
GLENN HUBBARD, 12.0, 1354.0, 4441.0, 545.0, 1084.0, 214.0, 22.0, 70.0, 448.0, 539.0, 640.0, 0.244, 0.33, 0.349, 85.0, -59.0, -85.0, 530.0, 35.0, 35.0, -11.0, 0.983, 229.0, 20.0, 2, 0, 1
MILLER HUGGINS, 13.0, 1586.0, 5558.0, 948.0, 1474.0, 146.0, 50.0, 9.0, 318.0, 1003.0, 312.0, 0.265, 0.381, 0.314, 107.0, 117.0, 107.0, 811.0, 324.0, 12.0, 0.0, 0.956, 77.0, 18.2, 2, 0, 1
JOHN HUMMEL, 12.0, 1161.0, 3906.0, 421.0, 991.0, 128.0, 84.0, 29.0, 394.0, 346.0, 269.0, 0.254, 0.316, 0.352, 103.0, -11.0, 6.0, 473.0, 117.0, 1.0, 0.0, 0.963, -39.0, -5.7, 2, 0, 1
RANDY HUNDLEY, 14.0, 1061.0, 3442.0, 311.0, 813.0, 118.0, 13.0, 82.0, 381.0, 271.0, 565.0, 0.236, 0.294, 0.35, 76.0, -87.0, -114.0, 346.0, 12.0, 17.0, -7.0, 0.99, 1.0, -7.0, C, 0, 1
RON HUNT, 12.0, 1483.0, 5235.0, 745.0, 1429.0, 223.0, 23.0, 39.0, 370.0, 555.0, 382.0, 0.273, 0.369, 0.347, 104.0, 56.0, 58.0, 711.0, 65.0, 55.0, -14.0, 0.976, -126.0, 1.2, 2, 0, 1
CLINT HURDLE, 10.0, 515.0, 1391.0, 162.0, 360.0, 81.0, 12.0, 32.0, 193.0, 176.0, 261.0, 0.259, 0.345, 0.403, 106.0, 14.0, 12.0, 199.0, 1.0, 6.0, -3.0, 0.965, -20.0, -2.8, O, 0, 1
TOM HUTTON, 12.0, 952.0, 1655.0, 196.0, 410.0, 63.0, 7.0, 22.0, 186.0, 234.0, 140.0, 0.248, 0.341, 0.334, 87.0, -18.0, -22.0, 190.0, 15.0, 21.0, -8.0, 0.995, 16.0, -4.2, 1, 0, 1
DANE IORG, 10.0, 743.0, 1647.0, 149.0, 455.0, 103.0, 11.0, 14.0, 216.0, 107.0, 180.0, 0.276, 0.321, 0.378, 92.0, -17.0, -19.0, 190.0, 5.0, 7.0, -3.0, 0.977, -33.0, -7.3, O, 0, 1
ARTHUR IRWIN, 13.0, 1010.0, 3871.0, 552.0, 934.0, 141.0, 45.0, 5.0, 396.0, 309.0, 378.0, 0.241, 0.299, 0.305, 82.0, -68.0, -83.0, 394.0, 93.0, 0.0, 0.0, 0.881, 49.0, 0.0, S, 0, 1
CHARLIE IRWIN, 10.0, 989.0, 3679.0, 555.0, 981.0, 144.0, 46.0, 16.0, 488.0, 286.0, 42.0, 0.267, 0.329, 0.344, 82.0, -77.0, -97.0, 501.0, 180.0, 0.0, 0.0, 0.921, -32.0, -10.3, 3, 0, 1
FRANK ISBELL, 10.0, 1119.0, 4219.0, 501.0, 1056.0, 158.0, 62.0, 13.0, 455.0, 190.0, 0.0, 0.25, 0.289, 0.326, 89.0, -78.0, -61.0, 502.0, 253.0, 0.0, 0.0, 0.986, 12.0, -6.0, 1, 0, 1
MIKE IVIE, 11.0, 857.0, 2694.0, 309.0, 724.0, 133.0, 17.0, 81.0, 411.0, 214.0, 402.0, 0.269, 0.326, 0.421, 112.0, 13.0, 32.0, 366.0, 22.0, 16.0, -3.0, 0.993, -27.0, -3.4, 1, 0, 1
FRED JACKLITSCH, 13.0, 490.0, 1344.0, 160.0, 327.0, 64.0, 12.0, 5.0, 153.0, 201.0, 100.0, 0.243, 0.347, 0.32, 97.0, 4.0, 3.0, 169.0, 35.0, 0.0, 0.0, 0.978, -13.0, 2.8, C, 0, 1
RANDY JACKSON, 10.0, 955.0, 3203.0, 412.0, 835.0, 115.0, 44.0, 103.0, 415.0, 281.0, 382.0, 0.261, 0.322, 0.421, 94.0, -24.0, -32.0, 422.0, 36.0, 16.0, 0.0, 0.955, 18.0, -2.3, 3, 0, 1
SONNY JACKSON, 12.0, 936.0, 3055.0, 396.0, 767.0, 81.0, 28.0, 7.0, 162.0, 250.0, 265.0, 0.251, 0.31, 0.303, 73.0, -102.0, -105.0, 301.0, 126.0, 51.0, 7.0, 0.949, -94.0, -14.8, S, 0, 1
RON JACKSON, 10.0, 926.0, 2986.0, 356.0, 774.0, 165.0, 22.0, 56.0, 342.0, 213.0, 329.0, 0.259, 0.316, 0.385, 94.0, -27.0, -29.0, 355.0, 23.0, 27.0, -9.0, 0.993, 14.0, -5.8, 1, 0, 1
BROOK JACOBY, 11.0, 1311.0, 4520.0, 535.0, 1220.0, 204.0, 24.0, 120.0, 545.0, 439.0, 764.0, 0.27, 0.337, 0.405, 103.0, 23.0, 21.0, 605.0, 16.0, 25.0, -10.0, 0.958, -71.0, -7.9, 3, 0, 1
HAL JANVRIN, 10.0, 759.0, 2221.0, 250.0, 515.0, 68.0, 18.0, 6.0, 210.0, 171.0, 197.0, 0.232, 0.292, 0.287, 70.0, -87.0, -85.0, 205.0, 79.0, 41.0, 0.0, 0.907, -110.0, -20.3, S, 0, 1
JULIAN JAVIER, 13.0, 1622.0, 5722.0, 722.0, 1469.0, 216.0, 55.0, 78.0, 506.0, 314.0, 812.0, 0.257, 0.298, 0.355, 78.0, -149.0, -182.0, 597.0, 135.0, 63.0, 3.0, 0.972, -68.0, -13.1, 2, 0, 1
HAL JEFFCOAT, 12.0, 918.0, 1963.0, 249.0, 487.0, 95.0, 18.0, 26.0, 188.0, 114.0, 289.0, 0.248, 0.291, 0.355, 73.0, -79.0, -78.0, 200.0, 49.0, 7.0, 0.0, 0.978, 0.0, -9.0, O, 0, 1
ALEX JOHNSON, 13.0, 1322.0, 4623.0, 550.0, 1331.0, 180.0, 33.0, 78.0, 525.0, 244.0, 626.0, 0.288, 0.329, 0.392, 105.0, 23.0, 24.0, 563.0, 113.0, 63.0, -4.0, 0.953, -16.0, -4.9, O, 0, 1
CLIFF JOHNSON, 15.0, 1369.0, 3945.0, 539.0, 1016.0, 188.0, 10.0, 196.0, 699.0, 568.0, 719.0, 0.258, 0.358, 0.459, 125.0, 135.0, 139.0, 667.0, 9.0, 12.0, -5.0, 0.993, -34.0, 9.5, D, 0, 1
DAVEY JOHNSON, 13.0, 1435.0, 4797.0, 564.0, 1252.0, 242.0, 18.0, 136.0, 609.0, 559.0, 675.0, 0.261, 0.343, 0.404, 110.0, 80.0, 70.0, 673.0, 33.0, 25.0, -5.0, 0.98, 10.0, 15.8, 2, 0, 1
